<br><font color=teal>*Index(Jjking217) says: -omit- - Thu Nov  5 01:58:11 2015
<br><br><font color=teal>*Lera(Bailey42) says: Quite highly ranked as well. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Index(Jjking217) says: That makes it look all the worse on him. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Lera(Bailey42) says: Are you? - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Index(Jjking217) says: Since it was -his- decision. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Index(Jjking217) says: To let Kilm. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm a Sergeant. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Lera(Bailey42) says: I see. - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Index(Jjking217) says: He's one rank above me - Thu Nov  5 15:45:04 2015
<br><br><font color=teal>*Lera(Bailey42) says: yes. - Thu Nov  5 15:45:55 2015
<br><br><font color=teal>*Index(Jjking217) says: The Gezo doesn't care much for Shinobi. - Thu Nov  5 15:45:55 2015
<br><br><font color=teal>*Lera(Bailey42) says: Well...either way...its still no business on mine. I'm only here because the last two living people I care for are. - Thu Nov  5 15:45:55 2015
<br><br><font color=teal>*Index(Jjking217) says: And what of Kirigakure? - Thu Nov  5 15:46:46 2015
<br><br><font color=teal>*Index(Jjking217) says: Are you leaving it to the Bandits? - Thu Nov  5 15:46:46 2015
<br><br><font color=teal>*Lera(Bailey42) says: What can I do? - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Index(Jjking217) says: Run it. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Lera(Bailey42) says: kirigakure is finished. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Index(Jjking217) says: Or find someone to run it. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Lera(Bailey42) says: I planned on doing that one day - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Lera(Bailey42) says: But, its too late now. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'm no leader. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Index(Jjking217) says: Then I'll do it. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Lera(Bailey42) says: Be my guest - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm not the best leader, But I can stop it from going any lower. - Thu Nov  5 15:47:37 2015
<br><br><font color=teal>*Lera(Bailey42) says: To be quite frank. I have no right to lead Kirigakure. I've saved who I could, brought them here; paid for them to take refuge. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Lera(Bailey42) says: And thats all I can do. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Index(Jjking217) says: You can fight for the Village. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Index(Jjking217) says: Once I take control. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I'd be happy if you fought alongside me. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Lera(Bailey42) says: i'm thinking of becoming a mercenary actually. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Index(Jjking217) says: Consider yourself bought. - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Lera(Bailey42) says: ... - Thu Nov  5 15:49:20 2015
<br><br><font color=teal>*Lera(Bailey42) says: *shrug* - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Lera(Bailey42) says: However. - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Index(Jjking217) says: Hm? - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Lera(Bailey42) says: If the chance is provided - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Lera(Bailey42) says: I -will- kill Ortho - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Lera(Bailey42) says: I don't care who's in the way - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Index(Jjking217) says: By all means. - Thu Nov  5 15:50:11 2015
<br><br><font color=teal>*Index(Jjking217) says: I welcome you to try. - Thu Nov  5 15:51:02 2015
<br><br><font color=teal>*Index(Jjking217) says: I just ask you don't endanger my Village to do it. - Thu Nov  5 15:51:02 2015
<br><br><font color=teal>*Lera(Bailey42) says: Not just for my revenge, but my last act to protect the village. - Thu Nov  5 15:51:02 2015
<br><br><font color=teal>*Lera(Bailey42) says: *your* village, already settling to the idea huh? - Thu Nov  5 15:51:02 2015
<br><br><font color=teal>*Lera(Bailey42) says: Well, fair warning. - Thu Nov  5 15:51:02 2015
<br><br><font color=teal>*Lera(Bailey42) says: The past what...3? Four? Mizukage have lasted barely a few months each - Thu Nov  5 15:51:53 2015
<br><br><font color=teal>*Lera(Bailey42) says: So good luck. - Thu Nov  5 15:51:53 2015
<br><br><font color=teal>*Lera(Bailey42) says: I don't know why...but someone up there seriously hates Kirigakure - Thu Nov  5 15:51:53 2015
<br><br><font color=teal>*Lera(Bailey42) says: *points to da uptown admin* - Thu Nov  5 15:51:53 2015
<br><br><font color=teal>*Index(Jjking217) says: I'll survive. - Thu Nov  5 15:57:52 2015
<br><br><font color=teal>*Index(Jjking217) says: I appreciate the heads up though. - Thu Nov  5 15:57:52 2015
<br><br><font color=teal>*Index(Jjking217) says: I need to speak with Muhhamed. - Thu Nov  5 15:57:52 2015
<br><br><font color=teal>*Index(Jjking217) says: But he's probably sleeping. - Thu Nov  5 15:58:43 2015
<br><br><font color=teal>*Lera(Bailey42) says: He always is. - Thu Nov  5 15:58:43 2015
<br><br><font color=teal>*Index(Jjking217) says: I hate to use you, but could you maybe.... - Thu Nov  5 15:59:34 2015
<br><br><font color=teal>*Index(Jjking217) says: Come with me when I speak to him? - Thu Nov  5 15:59:34 2015
<br><br><font color=teal>*Index(Jjking217) says: You know me better than he does--Even though that isn't much. - Thu Nov  5 15:59:34 2015
<br><br><font color=teal>*Lera(Bailey42) says: ....*shrug* I can be present. - Thu Nov  5 16:02:08 2015
<br><br><font color=teal>*Lera(Bailey42) says: But...well, its still not my business. - Thu Nov  5 16:02:08 2015
<br><br><font color=teal>*Index(Jjking217) says: I know but. - Thu Nov  5 16:06:24 2015
<br><br><font color=teal>*Index(Jjking217) says: It'll lighten the mood? - Thu Nov  5 16:07:15 2015
<br><br><font color=teal>*Lera(Bailey42) says: I guess. - Thu Nov  5 16:08:06 2015
<br><br><font color=teal>*Shin(Yaori) says: You - Thu Nov  5 17:06:59 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Who. - Thu Nov  5 17:08:41 2015
<br><br><font color=teal>*Shin(Yaori) says: That one - Thu Nov  5 17:09:32 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Oh, hey index! - Thu Nov  5 17:10:24 2015
<br><br><font color=teal>*Shin(Yaori) says: So that is Index? - Thu Nov  5 17:11:15 2015
<br><br><font color=teal>*Shin(Yaori) says: He's wanted for questions about the murder of Kilm - Thu Nov  5 17:11:15 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Of course, why else would I call him Inde-... Wait what? - Thu Nov  5 17:11:15 2015
<br><br><font color=teal>*Shin(Yaori) says: I'd like to ask you to come with me - Thu Nov  5 17:11:15 2015
<br><br><font color=teal>*Shin(Yaori) says: Yes, we have suspicions that he assisted in the murder of Kilm - Thu Nov  5 17:12:06 2015
<br><br><font color=teal>*Shin(Yaori) says: And a few witnesses that saw him around - Thu Nov  5 17:12:57 2015
<br><br><font color=teal>*Shin(Yaori) says: Just a few qustions is all I'd like to ask - Thu Nov  5 17:12:57 2015
<br><br><font color=teal>*Index(Jjking217) says: Don't bug me. - Thu Nov  5 17:35:08 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm here to speak with Muhhamed. - Thu Nov  5 17:35:08 2015
<br><br><font color=teal>*Shin(Yaori) says: I'm afraid you don'tt have a choice. You'll be detained whether you want to or not - Thu Nov  5 17:36:00 2015
<br><br><font color=teal>*Index(Jjking217) says: I wouldn't reccomend trying. - Thu Nov  5 17:36:00 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm here peacefully as is. - Thu Nov  5 17:36:00 2015
<br><br><font color=teal>*Index(Jjking217) says: And I am your superior. - Thu Nov  5 17:36:51 2015
<br><br><font color=teal>*Shin(Yaori) says: You're delusional if you think you have a choice - Thu Nov  5 17:36:51 2015
<br><br><font color=teal>*Shin(Yaori) says: The whole Sunagakure is looking for you for questioning - Thu Nov  5 17:36:51 2015
<br><br><font color=teal>*Shin(Yaori) says: And any of these guards will detain you in a moment's notice - Thu Nov  5 17:36:51 2015
<br><br><font color=teal>*Index(Jjking217) says: Feel free to try something. - Thu Nov  5 17:36:51 2015
<br><br><font color=teal>*Index(Jjking217) says: If you want to waste time. - Thu Nov  5 17:37:42 2015
<br><br><font color=teal>*Index(Jjking217) says: 'Trying' to detain me. - Thu Nov  5 17:37:42 2015
<br><br><font color=yellow>*Index(Jjking217) sighed as he simply uttered "You're so naive, You haven't even considered. Why I'm standing in front of you. Not to mention, You've divided your chakra into into five parties. You're really killing yourself here." He muttered, he didn't even flinch at the guards, they weren't an honest concern of his anyway. His eyes focused on Shin, not in the least bit alarmed, his hands rested upon his lap.* - Thu Nov  5 17:42:49 2015
<br><br><font color=yellow>*Index(Jjking217) didn't even budge, as the spikes appeared, as he spoke "A word to the wise, you shouldn't be so eager to die in the future." The male stated, as the spikes shot at him, impaling him repeatedly. But even after being impaled he simply sat still, before his form shifted, and blurred.

"Tell Muhhamed, he should contact me some time. If he really wants answers." 

Was all that was said before the clone turned into fire and was simply burned away.* - Thu Nov  5 17:52:12 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Index... - Thu Nov  5 17:57:20 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Hello . . guys ! - Thu Nov  5 17:59:02 2015
<br><br><font color=teal>*Shin(Yaori) says: . . . - Thu Nov  5 17:59:53 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Anyone of you knows Kilm ? - Thu Nov  5 17:59:53 2015
<br><br><font color=teal>*Shin(Yaori) says: I do - Thu Nov  5 18:00:44 2015
<br><br><font color=teal>*Index(Jjking217) says: Hey. - Thu Nov  5 18:12:41 2015
<br><br><font color=teal>*Rias(LionHunter) says: Hello~ - Thu Nov  5 18:14:24 2015
<br><br><font color=teal>*Index(Jjking217) says: My name, is Cypher, And yours? - Thu Nov  5 18:14:24 2015
<br><br><font color=teal>*Rias(LionHunter) says: Rias, nice to meet you~  - Thu Nov  5 18:15:15 2015
<br><br><font color=teal>*Index(Jjking217) says: It's a pleasure. - Thu Nov  5 18:15:15 2015
<br><br><font color=teal>*Rias(LionHunter) says: I have never seen you here before - Thu Nov  5 18:15:15 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm new in time. - Thu Nov  5 18:16:06 2015
<br><br><font color=teal>*Index(Jjking217) says: town* - Thu Nov  5 18:16:06 2015
<br><br><font color=teal>*Rias(LionHunter) says: Oh, well welcome, I hope you injoy your stay~ - Thu Nov  5 18:16:57 2015
<br><br><font color=teal>*Rias(LionHunter) says: enjoy* - Thu Nov  5 18:16:57 2015
<br><br><font color=teal>*Index(Jjking217) says: I was actually helping. - Thu Nov  5 18:17:48 2015
<br><br><font color=teal>*Rias(LionHunter) says: Helping? - Thu Nov  5 18:17:48 2015
<br><br><font color=teal>*Index(Jjking217) says: You'd be interested in having lunch with me? I was looking for a person to sit down with and talk to. - Thu Nov  5 18:17:48 2015
<br><br><font color=teal>*Index(Jjking217) says: Hoping* - Thu Nov  5 18:17:48 2015
<br><br><font color=teal>*Rias(LionHunter) says: Sure I could go for a chat - Thu Nov  5 18:18:40 2015
<br><br><font color=teal>*Index(Jjking217) says: Then it's my treat. - Thu Nov  5 18:20:22 2015
<br><br><font color=teal>*Index(Jjking217) says: I've heard of this new restaurant I wanted to try. - Thu Nov  5 18:20:22 2015
<br><br><font color=yellow>*Index(Jjking217) offers his hand to her.* - Thu Nov  5 18:20:22 2015
<br><br><font color=yellow>*Index(Jjking217) leads her to a small Cafe,  in which he approached a table and pulled out her chair so she could sit.* - Thu Nov  5 18:22:04 2015
<br><br><font color=teal>*Rias(LionHunter) says: Actually I think I hae somewhere to be, but can we pick up on this later? - Thu Nov  5 18:30:36 2015
<br><br><font color=yellow>*Index(Jjking217) creates a clone.* - Thu Nov  5 20:00:12 2015
<br><br><font color=yellow>*Index(Jjking217) walks up and hops on the gate.* - Thu Nov  5 20:01:04 2015
<br><br><font color=teal>*Index(Jjking217) says: I hear. - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Index(Jjking217) says: You've been looking for me? - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Aye. .  - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: I just need to ask a question.  - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: These fuckers - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Index(Jjking217) says: I'll give you. - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Index(Jjking217) says: An answer. - Thu Nov  5 20:01:55 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: Keep waltzing into the village - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Index(Jjking217) says: But. - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Index(Jjking217) says: Think about your question. - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: Unannounced. - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Index(Jjking217) says: Carefully. - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Index(Jjking217) says: Before asking. - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Index(Jjking217) says: Or I may just get mad. - Thu Nov  5 20:02:46 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: I mean no disrespect. I only need to ask about a situation involving LAdy Katsune. IT was reported that she, while assisted by you, killed Lord Kilm of the Sand. Is this true or false?  - Thu Nov  5 20:03:37 2015
<br><br><font color=teal>*Index(Jjking217) says: It is false, And actually. - Thu Nov  5 20:04:28 2015
<br><br><font color=teal>*Index(Jjking217) says: Katsune didn't kill Kilm. - Thu Nov  5 20:04:28 2015
<br><br><font color=teal>*Index(Jjking217) says: I've been looking into it. - Thu Nov  5 20:04:28 2015
<br><br><font color=teal>*Index(Jjking217) says: The person who killed Kilm was, The former Illegal Raikage. Raitori, Amaya. - Thu Nov  5 20:05:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ........ - Thu Nov  5 20:05:20 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ............ - Thu Nov  5 20:05:20 2015
<br><br><font color=teal>*Aden(TenaciousDeeznuts) thinks: Tomk.. That snake.. .I'll kill him. - Thu Nov  5 20:06:11 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: I see. . One of Kilm's summonings came forth as a witness. HE claimed it was her, with your assistince. If you can vouch for her innocence, is there a way you could get her to come in for questioning. This could all be cleared up in one swoop, and things could go back to normal, and we can focus on catching the real criminal - Thu Nov  5 20:06:11 2015
<br><br><font color=teal>*Index(Jjking217) says: Marissa. - Thu Nov  5 20:06:11 2015
<br><br><font color=teal>*Index(Jjking217) says: You know. - Thu Nov  5 20:06:11 2015
<br><br><font color=teal>*Index(Jjking217) says: It's sweet, You listen to animals. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: Like a little kid. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: I'm sure you prance with the deer. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Is that necessary..? - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: Animals are easily manipulated. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Like.. seriously. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Is that necessary? - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: Here we fucking go. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: I don't get one day - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: Humans, as well. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You and I communicate with Manda. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: Easily. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: I am only following orders Sarget Index. Field commander Hassan has given me a rask, and I am doing my job.  - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: One FUCKING day - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: Have their will broken. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: of rest. - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yet you disrespect her for listening to a raccoon? - Thu Nov  5 20:07:02 2015
<br><br><font color=teal>*Index(Jjking217) says: Ortho. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: If you have an issue with my area of inquiry, that topic is best taken up by talking to him. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Index(Jjking217) says: Snakes are known for their intellegence? - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Index(Jjking217) says: What are Racoons known for? - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Index(Jjking217) says: The pattern on their face. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Enough of this. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Both of you. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Kurt(Zygman) says: One tails. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'm getting -tired- - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Of this shit. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'm going to say it once, and once only. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Forget about Katsune. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: There is more world problems. - Thu Nov  5 20:07:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: That another female that can't handle the dick right. - Thu Nov  5 20:08:44 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Am I understood? - Thu Nov  5 20:08:44 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) thinks: . . . . Did he just. .  - Thu Nov  5 20:08:44 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: Orthos teamwork skills are on point...yep... - Thu Nov  5 20:08:44 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I tried to stay out of this the best I can. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: But when it comes to Marrisa and You, index. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Enough is enough. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You have beef with each other, alright cool. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Index(Jjking217) says: Ortho, I'd very much agree to that. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You have beef with me -too-. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Index(Jjking217) says: Once Sunagakure removes their bounty. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: I have no beef with index. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Now I'm going to ask this once- - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Marrisa, shut up. - Thu Nov  5 20:09:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: If you have beef with Katsune, you have beef with him. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: They're obviously an item. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Inex. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: If you have beef with anyone that have beef with Katsune, you have beef with me. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'll be that midpoint. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'll be where your heads clash. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: And I promise on my -life-.. - Thu Nov  5 20:10:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'll fight back as if someone smacked my mom. - Thu Nov  5 20:11:18 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Enough.. - Thu Nov  5 20:11:18 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Is.. - Thu Nov  5 20:11:18 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Enough.. - Thu Nov  5 20:11:18 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Am. - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I. - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Under. - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Stood? - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Index(Jjking217) says: Yes, Father. - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: .... - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) thinks: F..FATHER?! - Thu Nov  5 20:12:09 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Nov  5 20:13:52 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: What the actual fuck - Thu Nov  5 20:14:43 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: am I listening to - Thu Nov  5 20:14:43 2015
<br><br><font color=yellow>*Index(Jjking217) laughed a bit as he spoke "Man, You guys are a riot." He stated standing on the gate with perfect balance. "I'll say this, if she killed him or not. He asked for death, and instead of fighting to survive. He submitted, In which case....Was it murder? Or simply....Taking out the trash?" He asked, he seemed to be in an actually good mood, as he suddenly skipped forward, spinning on a single foot as he spoke:

"There is three days...Until the World Tournament. That's your Deadline, Marissa, and Sunagakure. After the tournament has concluded, You -will- end your hunt. I'd gladly speak with Muhhamed face to face, he seems to be the only one in Sunagakure, who doesn't have their face in some girl's snatch, or their mouths wrapped around some guy's cock." 

He paused standing still:

"Because...If this foolish behavior...Doesn't end during that time...I will be mad Marissa. If a man chose to die, Who are -any- of you, to try and avenge his -suicide-?"* - Thu Nov  5 20:18:59 2015
<br><br><font color=teal>*Ume(TenaciousRiven) thinks: It's a party. - Thu Nov  5 20:21:32 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Nov  5 20:22:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: Twelve year old right here bro. - Thu Nov  5 20:22:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Nov  5 20:28:22 2015
<br><br><font color=teal>*Ghost Kilm(Vysasi) says: Kilm, They're talkin' about me. - Thu Nov  5 20:31:47 2015
<br><br><font color=yellow>*Index(Jjking217) raised a hand to his lips, and actually -stopped- breathing for a second, as laughter consumed him. Falling from his perch, he laughed...And laughed....And laughed. As he spoke "Fine Woman."

"He didn't try to flee, he was trying to create distance. Kilm utilized long range Ninjutsu dominantly."

He paused:

"Do you know what he said "If possible, Find a way to revive my sorry ass." If we intended to kill the 'Sage', we would've done so. It wouldn't have been left alive, in such shit condition."

"And in my opinion, You're a girl who needs to get laid. Honestly, I feel like, Zetsumo had some defective sperm, that manifested itself into you, with have a brain."

"And closing out my argument---What fuckup in their right mind, Would waltz into a village armed to the teeth to kill them on sight?--I'm sorry, You may not have considered the dangers of that suggestion. But when your Shinobi attacked me---You're lucky, I didn't slaughter each and every one of them. And I quote, I would've, taken my time, and stabbed them repeatedly, in the throat, until their vocal coords, were as mushy as animal feed. And the only sound they could make, made them sound like they were constipated on a toilet---That's if they survived." 

He then decided to look to Ortho "Before you ask, I am sick to the head---Maybe I'm just a bit bored. I've desired to be confrontational for a while now. Although, I already told you the price for taking your life. It's One Hundred Million And -one- yen."* - Thu Nov  5 20:37:45 2015
<br><br><font color=teal>*Ume(TenaciousRiven) thinks: Guess I shouldn't have interrupted. - Thu Nov  5 20:38:36 2015
<br><br><font color=teal>*Ghost Kilm(Vysasi) says: Holy shit. - Thu Nov  5 20:43:44 2015
<br><br><font color=teal>*Ghost Kilm(Vysasi) says: We gotta dip hard. - Thu Nov  5 20:43:44 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: GHOSTBUSTERS! - Thu Nov  5 20:43:44 2015
<br><br><font color=teal>*Ume(TenaciousRiven) says: DON'T CROSS THE STREAMS! - Thu Nov  5 20:44:35 2015
<br><br><font color=teal>*Ghost Koeki(ZuuZuu) thinks: These fuckboys can't see a thing! bwahaha! - Thu Nov  5 20:45:26 2015
<br><br><font color=teal>*Ghost Kilm(Vysasi) says: Why is everyone so upset about my death? Welp, I hope Zenaki uses my blood well. - Thu Nov  5 20:46:17 2015
<br><br><font color=teal>*Aden(TenaciousDeeznuts) thinks: She probably used that shit as a tomato topping for Fuji's Pizza. - Thu Nov  5 20:46:17 2015
<br><br><font color=teal>*Ume(TenaciousRiven) thinks: ....oh dear. - Thu Nov  5 20:48:51 2015
<br><br><font color=teal>*Ghost Kilm(Vysasi) says: Want to go to Sunagakure? - Thu Nov  5 20:52:16 2015
<br><br><font color=teal>*Ghost Koeki(ZuuZuu) thinks: ...I wonder how many ghosts have been fucking with me.. - Thu Nov  5 20:52:16 2015
<br><br><font color=teal>*Ghost Koeki(ZuuZuu) thinks: I bet tethys and hogetsu were messing with me this entire time - Thu Nov  5 20:53:07 2015
<br><br><font color=teal>*Ghost Koeki(ZuuZuu) thinks: Faggots.. - Thu Nov  5 20:53:07 2015
<br><br><font color=teal>*Ghost Koeki(ZuuZuu) thinks: I shall exact my revenge later. - Thu Nov  5 20:53:07 2015
<br><br><font color=yellow>*Index(Jjking217) simply sighed, Marissa's words only served to annoy him...Greatly. As he stood from the ground. He ran a single hand through his hair as he simply spoke.

"Marissa....You are pitiful.....Marissa the Hero....Marissa, You aren't a Hero. You are a psychopath, who has illusions of grandeur.. Heroes...Do not. Exist. Try to be heroic...I saw the blood lust in your eyes...You think you're so different than everyone else...You probably believe you can change the world through good intentions."

He paused, as he spoke "The road to hell, is paved in good intentions." 

He began walking forward, looking at Ortho as he simply stated:

